url,title,cluster,keywords_top
https://galileo.ai/blog/best-braintrust-alternatives,Best Braintrust Alternatives in 2026,4,braintrust; eval; platform; teams; premises; llm; self hosting; agent; runtime; observability; intervention; strengths; hosting; llm judge; production; judge; self; native; weaknesses; deployment
https://galileo.ai/blog/building-blocks-ai-systems,9 Essential Building Blocks Every AI System Needs to Succeed | Galileo,5,ai; model; data; systems; training; infrastructure; block; pipelines; building; human; blocks; testing; model versions; implement; security; prediction; ai development; deployment; design; production
https://galileo.ai/blog/prevent-llm-unbounded-consumption,Stop Unbounded Consumption Attacks on Your LLMs | Galileo,5,consumption; attacks; attack; attackers; resource; legitimate; patterns; threat; allocation; requests; computational; security; service; exploitation; threats; resources; prompt; request; detection; damage
https://galileo.ai/blog/multi-context-processing-llms,How Multi-Context Processing Could Make or Break An LLM Project | Galileo,0,context; information; sources; contexts; multi; processing; configure; automated; systems; relationship; semantic; conflicts; assessment; evaluation; performance; inform; prompt; coherence; source; frameworks
https://galileo.ai/blog/mixture-of-experts-architecture,How Mixture of Experts 2.0 Eliminates AI Infrastructure Bottlenecks | Galileo,0,moe; expert; routing; experts; input; computational; conditional; load; load balancing; utilization; characteristics; computation; training; performance; patterns; routing decisions; balancing; architectures; specialization; strategies
https://galileo.ai/blog/adversarial-exploits-vs-llm-attacks-multi-agent-ai,What Differentiates Adversarial Exploits from LLM Attacks | Galileo,2,exploits; agent; attacks; attack; adversarial; multi agent; coordination; target; multi; distributed; message; agents; redis; malicious; llm; exploit; consensus; defense; infrastructure; prompt
https://galileo.ai/blog/logging-tracing-ai-systems,Master Logging and Tracing for Effective AI Development | Galileo,3,logging; ai; ai development; tracking; tracing; generative; development; explains; standardized; generative ai; tools; systems; formats; episode; logs; data; notes; teams; lineage; just
https://galileo.ai/blog/ai-deployment-quality-guardrails,Building Quality Guardrails and Validation Thresholds for AI Confidence | Galileo,5,validation; guardrails; thresholds; performance; threshold; quality guardrails; quality; model; models; deployment; data; metrics; automated; business; criteria; ai; production; testing; validation results; traffic
https://galileo.ai/blog/regulatory-compliance-multi-agent-ai,A Guide to Multi-Agent Regulatory Compliance Frameworks | Galileo,2,agent; compliance; regulatory; multi agent; multi; agent ai; agents; security; controls; data; violations; emergent; regulatory compliance; distributed; agent systems; organizations; verification; identity; behaviors; systems
https://galileo.ai/blog/introducing-luna-2-purpose-built-models-for-reliable-ai-evaluations-guardrailing,Luna 2: Purpose-Built Evaluation Models for Reliable AI Agents & Systems,2,luna; agent; evaluation; metrics; agentic; low latency; agents; cost; low; ai; 50; evaluations; latency; real time; selection quality; tool; real; hundreds; action; agent workflows
https://galileo.ai/blog/cross-modal-semantic-integration,Building Cross-Modal Semantic Integration That Works | Galileo,0,cross modal; modal; semantic; cross; modalities; modality; alignment; text; pairs; multimodal; image; contrastive; integration; visual; similarity; training; model; multimodal ai; space; attention
https://galileo.ai/blog/knowledge-distillation-ai-models,How Knowledge Distillation Cuts AI Model Inference Costs | Galileo,0,distillation; teacher; student; knowledge; model; transfer; models; performance; learning; compression; training; computational; progressive; intermediate; representations; patterns; distributions; approach; online; loss
https://galileo.ai/blog/preventing-text-based-exploits-ai,Stop Text-Based Exploits From Compromising Your AI Systems | Galileo,5,exploits; exploit; security; model; text; attacks; manipulation; attack; vulnerabilities; techniques; attackers; instructions; testing; ai; based; override; content; systems; prompt; defense
https://galileo.ai/blog/prevent-excessive-agency-llms,Tame Excessive Agency in Your LLMs to Avoid Costly Mistakes | Galileo,5,agency; excessive; models; authority; helpful; boundaries; llms; explicit; actions; model; intended; llm; scope; appropriate; instructions; behaviors; explicitly; user; implement; constrained
https://galileo.ai/blog/multi-agent-reinforcement-learning-security-risks,Protecting Multi-Agent Reinforcement Learning Systems | Galileo,2,marl; reward; attacks; agent; environmental; agents; manipulation; security; learning; multi agent; attack; reinforcement learning; reinforcement; integrity; policy; systems; adversarial; multi; message; environment
https://galileo.ai/blog/automated-ai-pipelines-architectures,How to Build Automated AI Pipeline Architectures | Galileo,5,pipeline; ai; data; reproducibility; architectures; apache; version control; versioning; version; model; components; pipelines; lineage; ai systems; configurations; event; systems; workflows; modules; kubernetes
https://galileo.ai/blog/real-time-anomaly-detection-multi-agent-ai,Real-Time Anomaly Detection for Multi-Agent AI Systems | Galileo,2,anomalies; agent; anomaly; multi agent; detection; anomaly detection; multi; behavioral; agent ai; patterns; agents; resource; alert; systems; graph; normal; manifest; communication; unexpected; statistical
https://galileo.ai/blog/token-leakage-prevention-llm,Stop Token Leakage in AI Systems Before Production Failures | Galileo,5,leakage; token; prompt; tokenizer; injection; instruction; output; logging; logic; guardrail; turn; multi turn; session; prompts; prompt injection; model; teams; sets; version; embedded
https://galileo.ai/blog/cd-vs-ct-ai,Continuous Delivery vs. Continuous Training in AI: 9 Differences,4,ct; cd; delivery; continuous; model; retraining; training; pipelines; deployment; triggers; ai; gates; production; flywheel; systems; models; infrastructure; observability; tooling; drift
https://galileo.ai/blog/e-bench-llm,Evaluate LLM Usability with E-Bench Framework | Galileo,0,bench; perturbation; usability; variations; degradation; robustness; performance; model; models; framework; prompts; original; input; real world; conditions; types; user; world; real; reveals
https://galileo.ai/blog/how-do-you-choose-the-right-metrics-for-your-ai-evaluations,How to choose the right metrics for your AI evaluations?,0,metrics; ai; metrics measure; key metrics; users; expression; risk; readability; measure; custom metrics; safety compliance; just; model confidence; custom; choosing right; response quality; vibe; credit; safety; confidence
https://galileo.ai/blog/galileo-optimizes-enterprise-scale-agentic-ai-stack-with-nvidia,Galileo Optimizes EnterpriseâScale Agentic AI Stack with NVIDIA,2,nvidia; nemo; ai; agentic; enterprise ai; agentic ai; galileo; enterprise; guardrails; agent; validated; stack; flywheel; agents; performance reliability; powerful; protect; data; galileo protect; evaluator
https://galileo.ai/blog/llm-as-a-judge-the-missing-piece-in-financial-services-ai-governance,LLM-as-a-Judge: Essential AI Governance for Financial Services,5,institutions; judge; financial institutions; judges; llm judge; financial; human; ai; llm; evaluation; models; oversight; luna; review; model; ensemble; human review; multi judge; financial services; approaches
https://galileo.ai/blog/build-your-own-acp-compatible-weather-dj-agent,Build your own ACP-Compatible Weather DJ Agent.,2,weather; location; acp; agent; print; weather_result; log stream; log; file; video; venv; galileo_log_stream; verbose; units; uv; folder; weather_vibes; search_history; location units; state search_history
https://galileo.ai/blog/effective-llm-monitoring,How to Monitor Large Language Models at Scale | Galileo,4,llm monitoring; llm; monitoring; prompt; bot; token; step; galileo; finance; response; quality; audit; traces; tool; cost; runtime; customers; measurable; entirely; spend
https://galileo.ai/blog/llm-monitoring-real-time-batch-approaches,Real-Time vs. Batch Monitoring for LLMs | Galileo,0,batch; llm monitoring; monitoring; llm; time; real time; real; analysis; systems; approaches; time monitoring; immediate; typically; streaming; data; interventions; processing; enhancements; interactions; milliseconds
https://galileo.ai/blog/llm-evaluation-step-by-step-guide,How to Evaluate LLMs: Metrics + Best Practices | Galileo,4,evaluation; evals; ai; llm evaluation; metrics; llm; eval; galileo; business; models; step; comprehensive; deployment; cases; teams; dimensions; technical; real; ai systems; quality
https://galileo.ai/blog/top-enterprise-speech-to-text-solutions-for-enterprises,Top 5 Speech-to-Text for Enterprises 2024 | Galileo,0,speech text; speech; transcription; text; enterprises; integration; support; ai; enterprise; solutions; terminology; accuracy; technologies; customization; audio; pricing; languages; data; speech recognition; compliance
https://galileo.ai/blog/best-benchmarks-for-evaluating-llms-critical-thinking-abilities,Best LLM Benchmarks to See Model Critical Thinking - Galileo AI: The AI Observability and Evaluation Platform,0,thinking; reasoning; benchmark; llms; benchmarks; models; problem solving; solving; critical; llm; causal; evaluating llms; strength; cognitive; requiring; problem; intended; typical; domains; step
https://galileo.ai/blog/understanding-llm-observability,Master LLM Observability for Peak AI Performance & Security,4,llm observability; llm; observability; observable; effective llm; monitoring; llm systems; metrics; performance; systems; visibility; step; data; outputs; like; quality; output quality; architectures; prompt; llms
https://galileo.ai/blog/best-practices-for-ai-model-validation-in-machine-learning,AI Model Validation: Best Practices for Accuracy & Reliability,1,validation; model validation; model; data; cross validation; overfitting; performance; model performance; cross; features; ai; models; tools; ai models; fold; unseen; training; ai model; synthetic data; synthetic
https://galileo.ai/blog/ai-model-validation,A Step-by-Step Guide to AI Model Validation | Galileo.ai,5,validation; model validation; ai model; model; ai; step; models; metrics; performance; cross validation; data; versions; galileo; ai models; fold; model versions; use; imbalanced; galileo offers; experiments
https://galileo.ai/blog/continuous-integration-ci-ai-fundamentals,Continuous Integration Basics for AI | Galileo,5,ci; ai; model; testing; testing ai; continuous integration; data; ai systems; pipeline; systems; drift; metrics; pipelines; tests; integration; performance; development; training; models; continuous
https://galileo.ai/blog/multi-agent-coordination-strategies,Multi-Agent Coordination Gone Wrong? Fix With 10 Strategies | Galileo,2,agent; multi agent; coordination; agents; agent systems; multi; consensus; systems; contention; failure; research; failures; vulnerability; mechanisms; according; voting; task; fault; resource; agent coordination
https://galileo.ai/blog/ai-risk-management-strategies,An AI Risk Management Framework for Enterprises,5,ai; risk management; risk; ai risk; risks; management; ethical; ai systems; systems; data; ai models; skill; 2024 2025; models; cybersecurity; ai technologies; development; mitigate; guidelines; security
https://galileo.ai/blog/ai-agent-evaluation,AI Agent Evaluation: Key Methods & Insights | Galileo,2,agent; elite; elite teams; evaluation; agents; teams; tool; action; production; ai; action advancement; agent evaluation; advancement; cost; degraded; traditional; ai agents; tool selection; reliability; 72
https://galileo.ai/blog/llm-model-training-cost,How Much Does LLM Training Cost? | Galileo,0,training; costs; cost; compute; frontier; llm; million; models; pre trained; hardware; scratch; fine tuning; 60; annotation; tuning; trained models; fine; 000; 90; billion
https://galileo.ai/blog/rag-architecture,How RAG Architecture Transforms AI Deployment | Galileo,6,rag; retrieval; chunking; rag architecture; stage; data; documents; knowledge; semantic; generation; rag systems; architecture; information; indexing; context; knowledge base; search; component; relevant; content
https://galileo.ai/blog/mmlu-benchmark-ai-language-testing,MMLU Benchmark: Testing AI Language Models | Galileo,0,mmlu; benchmark; questions; pro; according; professional; models; subject; approximately; percentage; evaluation; bench; scores; 88; variance; reproducibility; 13; rankings; methodology; ai
https://galileo.ai/blog/mean-average-precision-metric,What Is the Mean Average Precision (MAP) Metric | Galileo,0,map; relevant; relevant relevant; rel; precision; average precision; ranking; relevant items; ap; position rel; position; curves; items; mean average; recall; average; rank; precision recall; retrieval; results
https://galileo.ai/blog/building-an-effective-llm-evaluation-framework-from-scratch,The Truth About Building an LLM Evaluation Framework | Galileo,4,evals; step; framework; llm evals; llm; business; brand; component; production; engine; evaluation; trace; aligned; traces; groundedness; hidden; continuous; metrics; agent; prompt
https://galileo.ai/blog/mrr-metric-ai-evaluation,Mastering Mean Reciprocal Rank Metric for AI Evaluation | Galileo,0,mrr; reciprocal; rank; ranking; ai; query; relevant; position; results; calculation; systems; mean; ranks; evals; search; implementing; data; document; performance; queries
https://galileo.ai/blog/rouge-ai,ROUGE in AI: Key to Text Summarization,0,rouge; ai; ai generated; generated text; text; generated; word; developers; itâs; human; words; ai outputs; translations; metrics; written; like; rouge scores; outputs; reference text; use rouge
https://galileo.ai/blog/bleu-metric-ai-evaluation,BLEU Metric: Enhancing AI Accuracy & Evaluation | Galileo,0,bleu; bleu metric; translation; translations; candidate; grams; metric; reference; penalty; score; translation systems; lazy; fox; references; evaluation; brown; lazy dog; machine translation; exp; dog
https://galileo.ai/blog/a-field-guide-to-ai-agents,"Agents, Assemble: A Field Guide to AI Agents",2,agents; digital; ai agents; level; reasoning; react; enhanced; ai; think; tasks; self; memory; youâve; robots; self reflection; agent; combine; field; reflection; look like
https://galileo.ai/blog/analyze-multi-agent-workflows,Agent Roles in Dynamic Multi-Agent Workflows: Evaluation Guide,2,agent; agents; contribution; multi agent; contributions; multi; window_size; collaboration; self; agent workflows; claims; performance; patterns; quantify; workflow; workflows; metrics; systems; agent systems; def
https://galileo.ai/blog/introducing-ml-data-intelligence,Introducing ML Data Intelligence For Unstructured Data,1,data; ml; ml data; data errors; errors; data intelligence; data scientists; scientists; problem; labeling; model; intelligence; models; unstructured data; fix; model predictions; certain; supervised; production; galileo
https://galileo.ai/blog/introducing-data-error-potential-dep-new-powerful-metric-for-quantifying-data-difficulty-for-a,Introducing Data Error Potential (DEP) Metric,1,dep; data; model; score; modelâs; samples; difficulty; data model; error; calculating; errors; data errors; training; finding; data science; metric; confidence; area; identify; agnostic
https://galileo.ai/blog/f1-score-ai-evaluation-precision-recall,F1 Score: Balancing Precision and Recall in AI Evaluation,0,f1; f1 score; score; recall; precision; precision recall; class; classes; false; positives; false positives; imbalanced; macro; model; ai; weighted; 80; model performance; fraud; evals
https://galileo.ai/blog/scaled-data-quality,How We Scaled Data Quality at Galileo,0,vaex; df; numpy; array; np; 01; expression; df df; 000; data; ms; pandas; rows; really; cpu; memory; fast; calculation; quite; total
https://galileo.ai/blog/g-eval-metric,What Is the G-Eval Metric | Galileo,0,eval; eval metric; metric; score; ai; reference; evaluation; logical; response; scores; coherence; normalization; reference texts; metrics; reasoning; judge; prompt response; prompt; quality; probability
https://galileo.ai/blog/moverscore-ai-semantic-text-evaluation,Demystifying MoverScore for Enhanced Text Evaluation,0,moverscore; moverscore ai; semantic; ai; metrics; evaluation; traditional metrics; text; rouge; texts; human; reference texts; earth; evals; semantic evaluation; correlation; meaning; distance; ai systems; bleu
https://galileo.ai/blog/introduction-to-ai-safety,Intro to AI Safety: Secure Your Systems,5,ai; ai safety; safety; ai systems; pii; systems; risks; numbers; attacks; personal; pii detection; input output; detection; galileo; credit card; data; addresses; tone; toxic; card
https://galileo.ai/blog/7-essential-skills-for-building-ai-agents,Essential Skills for Building AI Agents | Galileo,2,skill; learning; like; ai; data; ai agents; agents; networks; agent; development; ai agent; algorithms; advanced; neural; architectures; neural networks; processing; reinforcement learning; crucial; reinforcement
https://galileo.ai/blog/solving-challenges-in-genai-evaluation-cost-latency-and-accuracy,Addressing GenAI Evaluation Challenges: Cost & Accuracy,0,llms; luna; evaluation; chainpoll; llm; efms; paper; bias; biases; judge; human; vibe; text; prompting; galileo luna; evaluators; evaluations; arguments; preference; evaluating
https://galileo.ai/blog/introducing-protect-realtime-hallucination-firewall,Introducing Protect: Real-Time Hallucination Firewall,5,galileo protect; protect; rules; galileo; teams; genai; ai; hallucinations; observe; backed metrics; galileo observe; customers; weâre; firewall; intercept; stages; solution; real time; attacks; research backed
https://galileo.ai/blog/agentic-rag-integration-ai-architecture,Agentic RAG Systems: Revolutionizing AI Workflows,6,agentic rag; rag; agentic; retrieval; rag systems; agents; information; systems; query; retrieved; agent; generation; data; retrieval generation; performance; components; integration; specialized; retrieval quality; filtering
https://galileo.ai/blog/5-techniques-for-detecting-llm-hallucinations,5 Techniques for Detecting LLM Hallucinations,6,et al; et; al; sentence; translation; summary; paper; hallucinations; technique; reference; answering; based; probability; llms; calculates; similarity; summarization; source; score; techniques
https://galileo.ai/blog/fluency-metrics-llm-rag,What Are RAG Fluency Metrics? | Galileo,6,fluency; rag; rag systems; evaluation; text; metrics; llm; faithfulness; bleu; generated text; retrieved; rouge; readability; perplexity; generated; traditional metrics; systems; automated metrics; human; reference texts
https://galileo.ai/blog/mastering-rag-advanced-chunking-techniques-for-llm-applications,Mastering RAG: Advanced Chunking Techniques for LLM Applications,6,separator; chunks; self; chunk; text; sentences; unstructured documents; documents elements; str; unstructured; chunking; separators; splitter; _separator; list str; current_doc; list; def; elements; documents
https://galileo.ai/blog/multimodal-llm-guide-evaluation,Multimodal LLM Evaluation: Overcoming Challenges | Galileo,0,multimodal; modalities; visual; clip; challenge; performance; models; model; vision; llms; text; alignment; different modalities; architecture; module; attention; cross; modality; textual; model performance
https://galileo.ai/blog/introducing-continuous-learning-with-human-feedback,Introducing Continuous Learning with Human Feedback: Adaptive Metrics that Improve with Expert Review,0,clhf; metrics; galileo platform; metric; feedback; platform; tailored; human; agree; domain expertise; evaluation; breakthrough; qualitative; prompts; galileo; select; reinforcement; domain; explanation; simplifies
https://galileo.ai/blog/best-real-time-speech-to-text-tools,Top Real-Time Speech-to-Text Tools in 2024 | Galileo,0,speech; speech text; transcription; text; tool; key features; integration; low latency; features; real time; real; time; tools; applications; support; latency; speech recognition; live; privacy; accuracy
https://galileo.ai/blog/retrieval-augmented-generation-metrics-evaluation,What Is Retrieval-Augmented Generation? | Galileo,6,rag; retrieval; retrieved; generation; chunk; query; information; hop; rag systems; relevant; data; context; responses; search; documents; systems; rag architecture; chunking; rag implementation; knowledge
https://galileo.ai/blog/bias-ai-models-systems,Understanding and Reducing AI Model Bias Effectively | Galileo,5,bias; fairness; groups; model; demographic; ai; biases; data; attributes; models; biased; metrics; techniques; algorithm; quantitative metrics; qualitative; centric; systems; approaches; mitigation
https://galileo.ai/blog/mastering-rag-how-to-select-an-embedding-model,Mastering RAG: How to Select an Embedding Model,6,embeddings; embedding; import; pq; text; index_name; text embedding; rag; embedding model; documents; vector; scorers; index; embedding models; chunks; emb_model_name; questions; chunk; retrieval; tqdm
https://galileo.ai/blog/coordinated-attacks-multi-agent-ai-systems,Detect and Prevent Coordinated Attacks in Multi-Agent AI Systems | Galileo,2,agent; attacks; multi agent; coordinated; agent ai; agents; communication; attack; multi; attackers; security; systems; verification; distributed; trust; compromised; message; authentication; identity; implement
https://galileo.ai/blog/prompt-perplexity-metric,Prompt Perplexity: Key to Enhanced AI Evaluation & Reliability,0,perplexity; prompt perplexity; prompt; responses; ai; prompts; metric; model; galileoâs; predictable; ai generated; generated responses; ensuring; structured; response; summarize; generated; variability; lower; scores
https://galileo.ai/blog/pinecone-galileo-get-the-right-context-for-your-prompts,Pinecone + Galileo = get the right context for your prompts,6,pinecone; context; llm; llms; galileo; studio; embeddings; right; prompts; vector database; powered; production; visualize; augmented; database; apps; vector; developers; store; retrieval augmented
https://galileo.ai/blog/prevent-data-corruption-multi-agent-ai,Agent Roles in Dynamic Multi-Agent Workflows: Evaluation Guide | Galileo,2,corruption; data corruption; agent; agent ai; data; ai workflows; multi agent; multi; ai; agents; workflows; prevention; points; systems; distributed; cascading failures; corrupted; schemas; error handling; complex
https://galileo.ai/blog/generative-ai-and-llm-insights-august-2024,Galileo - Generative AI and LLM Insights: August 2024,6,https; hallucinations; io; genai; multimodal; blog; year; generative ai; llms; deep dive; rag; generative; rungalileo; app; stack; survey; learn; building; chunking; cost latency
https://galileo.ai/blog/mastering-rag-choosing-the-perfect-vector-database,Mastering RAG: Choosing the Perfect Vector Database,6,vector; search; database; vector database; vector databases; databases; insertion; vectors; storage; data; indices; similarity; filtering; scalability; query; based; speed; features; performance; resource
https://galileo.ai/blog/ai-security-best-practices,What Is AI Security? | Galileo,5,ai; security; ai security; data; systems; attacks; implement; access; model; ai systems; threats; unauthorized; protection; secure; solution; patterns; malicious; security measures; vulnerabilities; adversarial
https://galileo.ai/blog/announcing-llm-studio,Announcing Galileo LLM Studio: A Smarter Way to Build LLM Applications,0,studio; llm; metrics; fine; teams; fine tune; llms; weâve; tune; prompt; built; experimentation; nlp; monitor; data; application; help teams; modules; language models; module
https://galileo.ai/blog/practical-tips-for-genai-system-evaluation,Practical Tips for GenAI System Evaluation,3,genai; governance; science; databricks; data; ai; model; teams; data science; models; accuracy; evaluation; session; ai teams; generative; evaluations; solutions; improve performance; utility; expected
https://galileo.ai/blog/enterprise-ai-adoption-journey,The Enterprise AI Adoption Journey,3,genai; ai; enterprise; teams; businesses; session; enterprise ai; tangible; ai adoption; beginning; case; use case; going; 2024; use; furthermore; experimental; roi; risk management; use cases
https://galileo.ai/blog/llm-hallucination-index-rag-special,LLM Hallucination Index: RAG Special,6,000; closed; hallucination index; closed source; index; context; galileo context; source; models; context length; rag; context adherence; book; tokens; model; adherence; tested; hallucination; open; length
https://galileo.ai/blog/human-evaluation-metrics-ai,Human-Centered AI Evaluation: Best Practices for Accuracy & Inclusivity,0,ai; human; evaluators; automated metrics; human evaluation; ai outputs; cultural; evaluation; outputs; metrics; evaluations; user; automated; interpretability; content; evals; human evaluations; subjective; assess; human evaluators
https://galileo.ai/blog/semantic-textual-similarity-metric,Semantic Textual Similarity Metric Guide for AI Applications | Galileo,0,sts; similarity; word; vectors; cosine similarity; cosine; words; text; sentence; np; semantic; embeddings; bert; import; texts; method; search; metric; vector; meanings
https://galileo.ai/blog/success-multi-agent-ai,How to Define Success in Multi-Agent AI Systems | Galileo,2,agent; multi agent; agents; multi; agent ai; tool; evaluates; evals; bench; leaderboard; measures; calls; success; ai; defining; turn; metrics; interactions; quality; multi turn
https://galileo.ai/blog/synthetic-data-rag,How to Generate Synthetic Data for RAG,1,synthetic; synthetic data; data; training; qwen; pre training; models; high quality; datasets; quality; model; data used; used; dataset; pre; generated; data generation; high; samples; tasks
https://galileo.ai/blog/mastering-agents-evaluating-ai-agents,Mastering Agents: Evaluating AI Agents,2,self reflection; reflection; self; agents; agent; block; planning; evaluation; state; capabilities; manipulation; ai; function; calling; blue; bench; complex; plan; like; table
https://galileo.ai/blog/top-metrics-to-monitor-and-improve-rag-performance,Optimizing RAG Performance: Key Metrics to Track,6,rag; retrieval; rag performance; performance; rag systems; data; retrieved; feedback; metrics; key metrics; pitfalls; chunking; accuracy; embedding; retrieved documents; reranking; language model; user; model; satisfaction
https://galileo.ai/blog/cto-guide-to-llm-chatbot-performance,Measuring What Matters: A CTOâs Guide to LLM Chatbot Performance,0,chatbot; conversation; business; user; ve; journey; bot; satisfaction; processing time; metrics; business value; business impact; focus; improvements; technical; capabilities; launch; helps; users; days
https://galileo.ai/blog/mastering-rag-how-to-select-a-reranking-model,Mastering RAG: How to Select A Reranking Model,6,reranker; rerankers; colbert; reranking; pq; documents; cross encoders; rerank; embeddings; index_name; document; emb_k; rerank_k; query; jina; import; encoders; search; emb_model_name; ranking
https://galileo.ai/blog/mastering-rag-how-to-architect-an-enterprise-rag-system,Mastering RAG: How To Architect An Enterprise RAG System,6,rag; retrieval; documents; user; query; storage; document; search; encoder; information; indexing; index; queries; embeddings; vector; rag systems; data; encoders; embedding; performance
https://galileo.ai/blog/rouge-metric,How to Use ROUGE Metric for AI Summarization Quality | Galileo,0,rouge; reference; candidate; scores; summarization; summaries; rouge metric; lexical; words; rouge scores; references; skip bigrams; score; text; bigrams; bertscore; metric; evaluation; recall; use rouge
https://galileo.ai/blog/instruction-adherence-ai-metric,Understanding Galileo's Instruction Adherence Metric,0,tg; td; class tg; adherence; instruction adherence; td class; instruction; border; tr; class; lboi; tg lboi; ai; td td; font; metric; instructions; th; border color; align
https://galileo.ai/blog/character-error-rate-cer-metric,Understanding Character Error Rate (CER) for AI Accuracy | Galileo,0,cer; character; character error; error rate; rate metric; rate; cer metric; error; metric; jiwer; rate cer; character level; levenshtein; text; reference; distance; characters; speech; hypothesis; predicted
https://galileo.ai/blog/mastering-rag-how-to-observe-your-rag-post-deployment,Mastering RAG: How To Observe Your RAG Post-Deployment,6,emb_model_name; import; rag; index_name; llm_model_name; metrics; rag_chain_executor; questions; text embedding; os; observability; company; embedding; 0125; tqdm; turbo 0125; 384; dimensions; embedding small; observing
https://galileo.ai/blog/raft-adapting-llm,RAFT: Adapting LLM for Domain-Specific RAG Excellence,6,raft; domain; domain specific; fine tuning; fine; tuning; rag; retrieval; documents; specific; data; performance; security; knowledge; model; llms; technical teams; retrieval augmented; step; augmented
https://galileo.ai/blog/ai-agent-architecture,7 Types of AI Agent Architecture | Galileo,2,agent; architectures; ai; agent architectures; architecture; agent architecture; ai agent; systems; memory; reactive; decision; architectural; coordination; multi agent; agent systems; multi; cost; reasoning; coordination overhead; planning
https://galileo.ai/blog/tricks-to-improve-llm-as-a-judge,Tricks to Improve LLM-as-a-Judge,0,judges; llm; llm judge; judge; llm judges; criteria; evaluation; evaluations; series; aren; model ability; room; biases; ebook; better; shot; style; refinement; evaluation criteria; responses
https://galileo.ai/blog/agent-leaderboard,Introducing Our Agent Leaderboard on Hugging Face,2,tool; scenarios; calling; leaderboard; selection; function calling; tool selection; long context; models; performance; function; handling; 99; agent; tools; agents; million tokens; parameter; pq; capability
https://galileo.ai/blog/improving-your-ml-datasets-with-galileo-part-1,Data-Centric ML: Essential Dataset Improvement Strategies | Galileo AI,1,samples; dataset; classes; dep; model; label; class; fixing; galileo; datasets; errors; data; test; talk; note; training; fixed; ground truth; modelâs; short
https://galileo.ai/blog/galileo-x-zilliz-the-power-of-vector-embeddings,Galileo x Zilliz: The Power of Vector Embeddings,1,vector embeddings; vector; embeddings; unstructured data; data; unstructured; neural; embedding; layer; networks; images audio; doesnât; network; neural networks; audio; data model; hundreds; vectors; images; second
https://galileo.ai/blog/generative-ai-and-llm-insights-may-2024,Galileo - Generative AI and LLM Insights: May 2024,6,https; retriever; rag; com; ai; apps; golden; 2024; generative ai; generative; llm systems; llm; companies; techniques; layers; early; identified; landscape; rules; improve
https://galileo.ai/blog/agntcy-open-collective-multi-agent-standardization,AGNTCY: Building the Future of Multi-Agentic Systems | Industry Collaboration,2,agntcy; agents; agent; agentic; infrastructure; acp; collective; protocol; multi; open; agent collaboration; github com; future; connect; internet; collaboration; specification; state management; powered; frameworks
https://galileo.ai/blog/labelstudio-galileo-fix-your-ml-data-quality-10x-faster,Label Studio and Galileo -- better data quality 10x faster,1,label; data; labeling; studio; ml; inspection; send; ml data; click; labeled; button; galileo; 10x; data science; quality; model; science; annotation; identifying; getting
https://galileo.ai/blog/comparing-llms-and-nlp-models-what-you-need-to-know,LLM vs. NLP Models: Choosing the Right AI for Your Project,0,nlp models; nlp; traditional nlp; llms; models; language; tasks; traditional; understanding; human like; sentiment; resource; computational; text; sentiment analysis; resources; project; specific; applications; computational resources
https://galileo.ai/blog/metrics-for-evaluating-llm-chatbots-part-1,Metrics for Evaluating LLM Chatbot Agents - Part 1,0,chatbot; conversation; metric; intent; resolution; user; metrics; awareness; cutoff; knowledge; task; context; chatbots; information; trust; temporal; count; context adherence; accuracy; generative ai
https://galileo.ai/blog/mastering-rag-improve-performance-with-4-powerful-metrics,Mastering RAG: 4 Metrics to Improve Performance,6,rag; import; hair; index_name; questions; df; emb_model_name; chunk; colour; pq; text_splitter_identifier; emb_model_identifier; text_splitter; scorers; naturals; emb_model_name dimension; product; embedding; pinecone; config
https://galileo.ai/blog/generative-ai-and-llm-insights-february-2024,Galileo - Generative AI and LLM Insights: February 2024,0,attention; https; com; evolution; llm; self; llms; smaller models; attention mechanisms; smaller; 2024; team; generative ai; github; parameters; 2023; coding; head; generative; dive
https://galileo.ai/blog/best-llms-for-rag,Best LLMs for RAG: Top Open And Closed Source Models,6,context rag; rag; source; open source; open; medium; long context; context; llms; cost; flash; closed source; models; legal; closed; source models; 4o; gpt 4o; 000; task
https://galileo.ai/blog/llm-performance-metrics,7 Key LLM Metrics to Enhance AI Reliability | Galileo,0,perplexity; llm performance; entropy; performance; model; token; llm; metrics; throughput; consumption; specific; error; request; models; cross; usage; resource; hardware; latency; utilization
https://galileo.ai/blog/insights-from-state-of-ai-report-2024,"State of AI 2024: Business, Investment & Regulation Insights",3,ai; companies; ai companies; meta; market; regulation; tech; landscape; public; technologies; billion; revenue; anthropic; trend; growth; underscores; investment; eu; google; major
https://galileo.ai/blog/functional-correctness-modern-ai,Functional Correctness in AI: Essentials for Reliability,5,functional correctness; correctness; functional; ai; trade; evaluation; systems; ai systems; vs; trade offs; offs; maintaining; metrics; evaluation frameworks; quality; data; traditional; performance; achieving; challenge
https://galileo.ai/blog/choosing-the-right-ai-agent-architecture-single-vs-multi-agent-systems,AI Agent Architecture: Single vs Multi-Agent Systems,2,agent; single agent; agent ai; multi agent; single; ai; multi; tasks; agent systems; systems; coordination; agents; ideal; environments; manage; complex; donât; simple; architectures; processing
